has_1_20_1_forge,new_file_id,new_name,new_url,new_version,old_file_id,old_name,project_id,slug,title,url
true,6880322,ExtendedCrafting-1.20.1-6.0.10.jar,https://www.curseforge.com/minecraft/mc-mods/extended-crafting/files/6880322,1.20.1,4430386,ExtendedCrafting-1.18.2-4.1.2.jar,268387,,Extended Crafting,https://www.curseforge.com/minecraft/mc-mods/extended-crafting
true,8043140,kubejs-thermal-2001.1.10-build.5.jar,https://www.curseforge.com/minecraft/mc-mods/kubejs-thermal/files/8043140,1.20.1,4216196,kubejs-thermal-1802.1.5-build.16.jar,421694,,KubeJS Thermal,https://www.curseforge.com/minecraft/mc-mods/kubejs-thermal
true,7613226,Runelic-Forge-1.20.1-18.0.4.jar,https://www.curseforge.com/minecraft/mc-mods/runelic/files/7613226,1.20.1,3683668,Runelic-Forge-1.18.2-11.0.1.jar,393149,,Runelic,https://www.curseforge.com/minecraft/mc-mods/runelic
true,5814102,RSInfinityBooster-1.20.1-1.0+41.jar,https://www.curseforge.com/minecraft/mc-mods/rsinfinitybooster/files/5814102,1.20.1,4007869,RSInfinityBooster-1.18.2-2.1+20.jar,446870,,RSInfinityBooster,https://www.curseforge.com/minecraft/mc-mods/rsinfinitybooster
true,7620767,chisels-and-bits-forge-20.1.20.jar,https://www.curseforge.com/minecraft/mc-mods/chisels-bits/files/7620767,1.20.1,4119191,ChiselsBits-forge-1.18.2-1.2.116-universal.jar,231095,,Chisels & Bits - For Forge,https://www.curseforge.com/minecraft/mc-mods/chisels-bits
true,8256165,mcjtylib-1.20-8.0.8.jar,https://www.curseforge.com/minecraft/mc-mods/mcjtylib/files/8256165,1.20.1,4277564,mcjtylib-1.18-6.0.20.jar,233105,,McJtyLib,https://www.curseforge.com/minecraft/mc-mods/mcjtylib
false,,,,,3787382,kubejs-mekanism-1802.1.3-build.8.jar,418651,,KubeJS Mekanism,https://www.curseforge.com/minecraft/mc-mods/kubejs-mekanism
true,5227399,probejs-6.0.1-forge.jar,https://www.curseforge.com/minecraft/mc-mods/probejs/files/5227399,1.20.1,4365860,probejs-4.0.0-fix4-forge.jar,585406,,ProbeJS,https://www.curseforge.com/minecraft/mc-mods/probejs
false,,,,,4145521,lazierae2-1.18.2-3.1.5.jar,489843,,Lazier AE2,https://www.curseforge.com/minecraft/mc-mods/lazierae2
true,5503516,comforts-forge-6.4.0+1.20.1.jar,https://www.curseforge.com/minecraft/mc-mods/comforts/files/5503516,1.20.1,4398246,comforts-forge-1.18.2-5.0.0.6.jar,276951,,Comforts,https://www.curseforge.com/minecraft/mc-mods/comforts
true,5374122,cofh_core-1.20.1-11.0.2.56.jar,https://www.curseforge.com/minecraft/mc-mods/cofh-core/files/5374122,1.20.1,4385215,cofh_core-1.18.2-9.2.1.39.jar,69162,,CoFH Core,https://www.curseforge.com/minecraft/mc-mods/cofh-core
true,5074767,laserio-1.6.8.jar,https://www.curseforge.com/minecraft/mc-mods/laserio/files/5074767,1.20.1,4066820,laserio-1.4.5.jar,626839,,LaserIO,https://www.curseforge.com/minecraft/mc-mods/laserio
true,7214476,forgivingvoid-forge-1.20.1-10.0.3.jar,https://www.curseforge.com/minecraft/mc-mods/forgiving-void/files/7214476,1.20.1,3606213,forgivingvoid-forge-1.18.1-6.0.1.jar,271009,,Forgiving Void,https://www.curseforge.com/minecraft/mc-mods/forgiving-void
true,7658618,itemcollectors-1.1.12-forge-mc1.20.2.jar,https://www.curseforge.com/minecraft/mc-mods/item-collectors/files/7658618,1.20.2,4625308,itemcollectors-1.1.8-forge-mc1.18.jar,395620,,Item Collectors,https://www.curseforge.com/minecraft/mc-mods/item-collectors
true,8019497,trashslot-forge-1.20.1-15.1.5.jar,https://www.curseforge.com/minecraft/mc-mods/trashslot/files/8019497,1.20.1,4412854,trashslot-forge-1.18.2-11.0.3.jar,235577,,TrashSlot,https://www.curseforge.com/minecraft/mc-mods/trashslot
true,7613222,PigPen-Forge-1.20.1-15.0.3.jar,https://www.curseforge.com/minecraft/mc-mods/pig-pen-cipher/files/7613222,1.20.1,3683674,PigPen-Forge-1.18.2-8.0.1.jar,396234,,Pig Pen Cipher,https://www.curseforge.com/minecraft/mc-mods/pig-pen-cipher
true,4901949,ProjectE-1.20.1-PE1.0.1.jar,https://www.curseforge.com/minecraft/mc-mods/projecte/files/4901949,1.20.1,3722831,ProjectE-1.18.2-PE1.0.1.jar,226410,,ProjectE,https://www.curseforge.com/minecraft/mc-mods/projecte
true,5375681,FastLeafDecay-32.jar,https://www.curseforge.com/minecraft/mc-mods/fast-leaf-decay/files/5375681,1.20.2,3693140,FastLeafDecay-28.jar,230976,,Fast Leaf Decay,https://www.curseforge.com/minecraft/mc-mods/fast-leaf-decay
true,8078538,ftb-quests-forge-2001.4.22.jar,https://www.curseforge.com/minecraft/mc-mods/ftb-quests-forge/files/8078538,1.20.1,4398375,ftb-quests-forge-1802.3.14-build.191.jar,289412,,FTB Quests (NeoForge),https://www.curseforge.com/minecraft/mc-mods/ftb-quests-forge
true,8256184,rftoolspower-1.20-6.0.3.jar,https://www.curseforge.com/minecraft/mc-mods/rftools-power/files/8256184,1.20.1,4087998,rftoolspower-1.18-4.0.9.jar,290209,,RFTools Power,https://www.curseforge.com/minecraft/mc-mods/rftools-power
true,4861934,rebornstorage-1.20.1-5.0.7.jar,https://www.curseforge.com/minecraft/mc-mods/rebornstorage/files/4861934,1.20.1,3832323,rebornstorage-1.18.2-4.0.12.jar,256662,,Reborn Storage,https://www.curseforge.com/minecraft/mc-mods/rebornstorage
true,4712179,trashcans-1.0.18b-forge-mc1.20.jar,https://www.curseforge.com/minecraft/mc-mods/trash-cans/files/4712179,1.20.2,4606892,trashcans-1.0.18-forge-mc1.18.jar,394535,,Trash Cans,https://www.curseforge.com/minecraft/mc-mods/trash-cans
true,6552913,MekanismAdditions-1.20.1-10.4.16.80.jar,https://www.curseforge.com/minecraft/mc-mods/mekanism-additions/files/6552913,1.20.1,3875980,MekanismAdditions-1.18.2-10.2.5.465.jar,345425,,Mekanism Additions,https://www.curseforge.com/minecraft/mc-mods/mekanism-additions
true,4616683,AE2-Things-1.2.1.jar,https://www.curseforge.com/minecraft/mc-mods/ae2-things-forge/files/4616683,1.20.1,4367618,AE2-Things-1.0.5.jar,609977,,AE2 Things [Forge],https://www.curseforge.com/minecraft/mc-mods/ae2-things-forge
true,6828054,Powah-5.0.11.jar,https://www.curseforge.com/minecraft/mc-mods/powah-rearchitected/files/6828054,1.20.1,4525198,Powah-3.0.8.jar,633483,,Powah! (Rearchitected),https://www.curseforge.com/minecraft/mc-mods/powah-rearchitected
true,5234697,FluxNetworks-1.20.1-7.2.1.15.jar,https://www.curseforge.com/minecraft/mc-mods/flux-networks/files/5234697,1.20.1,4095061,FluxNetworks-1.18.2-7.0.8.12.jar,248020,,Flux Networks,https://www.curseforge.com/minecraft/mc-mods/flux-networks
true,5813138,chipped-forge-1.20.1-3.0.7.jar,https://www.curseforge.com/minecraft/mc-mods/chipped/files/5813138,1.20.1,4293291,chipped-forge-1.18.2-2.0.1.jar,456956,,Chipped,https://www.curseforge.com/minecraft/mc-mods/chipped
true,5180900,configured-forge-1.20.1-2.2.3.jar,https://www.curseforge.com/minecraft/mc-mods/configured/files/5180900,1.20.1,4462832,configured-2.0.1-1.18.2.jar,457570,,Configured,https://www.curseforge.com/minecraft/mc-mods/configured
true,5443583,thermal_foundation-1.20.1-11.0.6.70.jar,https://www.curseforge.com/minecraft/mc-mods/thermal-foundation/files/5443583,1.20.1,4382339,thermal_foundation-1.18.2-9.2.0.46.jar,222880,,Thermal Foundation,https://www.curseforge.com/minecraft/mc-mods/thermal-foundation
true,6186971,rhino-forge-2001.2.3-build.10.jar,https://www.curseforge.com/minecraft/mc-mods/rhino/files/6186971,1.20.1,4069880,rhino-forge-1802.2.1-build.255.jar,416294,,Rhino,https://www.curseforge.com/minecraft/mc-mods/rhino
true,6418456,curios-forge-5.14.1+1.20.1.jar,https://www.curseforge.com/minecraft/mc-mods/curios/files/6418456,1.20.1,4590652,curios-forge-1.18.2-5.0.9.1.jar,309927,,Curios API (Forge/NeoForge),https://www.curseforge.com/minecraft/mc-mods/curios
true,7300650,dankstorage-forge-1.20.1-16.jar,https://www.curseforge.com/minecraft/mc-mods/dank-storage/files/7300650,1.20.1,4430268,dankstorage-1.18.2-4.1.4.jar,335673,,Dank Storage,https://www.curseforge.com/minecraft/mc-mods/dank-storage
true,8256195,rftoolscontrol-1.20-7.0.4.jar,https://www.curseforge.com/minecraft/mc-mods/rftools-control/files/8256195,1.20.1,4379832,rftoolscontrol-1.18-5.0.10.jar,250763,,RFTools Control,https://www.curseforge.com/minecraft/mc-mods/rftools-control
true,6552911,Mekanism-1.20.1-10.4.16.80.jar,https://www.curseforge.com/minecraft/mc-mods/mekanism/files/6552911,1.20.1,3875976,Mekanism-1.18.2-10.2.5.465.jar,268560,,Mekanism,https://www.curseforge.com/minecraft/mc-mods/mekanism
false,,,,,3816078,TKLib-0.0.23+1.18.2.jar,566563,,Technicalities: Lib (TKLib),https://www.curseforge.com/minecraft/mc-mods/technicalities-lib
true,6000230,compactmachines-forge-6.0.3.jar,https://www.curseforge.com/minecraft/mc-mods/compact-machines/files/6000230,1.20.1,3905502,compactmachines-4.5.0.jar,224218,,Compact Machines,https://www.curseforge.com/minecraft/mc-mods/compact-machines
true,5278538,Clumps-forge-1.20.1-12.0.0.4.jar,https://www.curseforge.com/minecraft/mc-mods/clumps/files/5278538,1.20.1,4153344,Clumps-forge-1.18.2-8.0.0+17.jar,256717,,Clumps,https://www.curseforge.com/minecraft/mc-mods/clumps
true,5605501,AkashicTome-1.7-27.jar,https://www.curseforge.com/minecraft/mc-mods/akashic-tome/files/5605501,1.20.1,3740180,AkashicTome-1.5-20.jar,250577,,Akashic Tome,https://www.curseforge.com/minecraft/mc-mods/akashic-tome
true,8209496,SkyblockBuilder-1.20.1-5.1.33.jar,https://www.curseforge.com/minecraft/mc-mods/skyblock-builder/files/8209496,1.20.1,3932317,SkyblockBuilder-1.18.2-3.3.25.jar,446691,,Skyblock Builder,https://www.curseforge.com/minecraft/mc-mods/skyblock-builder
true,6482257,AEInfinityBooster-1.20.1-1.0.0+51.jar,https://www.curseforge.com/minecraft/mc-mods/aeinfinitybooster/files/6482257,1.20.1,3787188,AEInfinityBooster-1.18.2-1.1.0+9.jar,559313,,AEInfinityBooster,https://www.curseforge.com/minecraft/mc-mods/aeinfinitybooster
true,5150173,squatgrow-forge-5.3.0+mc1.20.1.jar,https://www.curseforge.com/minecraft/mc-mods/squat-grow/files/5150173,1.20.1,4338783,squatgrow-forge-2.0.2-build.38+mc1.18.2.jar,515698,,Squat Grow (Shift / Twerk to grow plants),https://www.curseforge.com/minecraft/mc-mods/squat-grow
true,8020595,kubejs-forge-2001.6.5-build.26.jar,https://www.curseforge.com/minecraft/mc-mods/kubejs/files/8020595,1.20.1,4377177,kubejs-forge-1802.5.5-build.569.jar,238086,,KubeJS,https://www.curseforge.com/minecraft/mc-mods/kubejs
true,7682270,waystones-forge-1.20.1-14.1.20.jar,https://www.curseforge.com/minecraft/mc-mods/waystones/files/7682270,1.20.1,4513844,waystones-forge-1.18.2-10.2.1.jar,245755,,Waystones,https://www.curseforge.com/minecraft/mc-mods/waystones
true,4838266,item-filters-forge-2001.1.0-build.59.jar,https://www.curseforge.com/minecraft/mc-mods/item-filters/files/4838266,1.20.1,4553322,item-filters-forge-1802.2.8-build.50.jar,309674,,Item Filters,https://www.curseforge.com/minecraft/mc-mods/item-filters
true,5207625,LibX-1.20.1-5.0.14.jar,https://www.curseforge.com/minecraft/mc-mods/libx/files/5207625,1.20.1,3829113,LibX-1.18.2-3.2.18.jar,412525,,LibX,https://www.curseforge.com/minecraft/mc-mods/libx
true,7180783,Cucumber-1.20.1-7.0.16.jar,https://www.curseforge.com/minecraft/mc-mods/cucumber/files/7180783,1.20.1,4576453,Cucumber-1.18.2-5.1.4.jar,272335,,Cucumber Library,https://www.curseforge.com/minecraft/mc-mods/cucumber
true,8256187,rftoolsstorage-1.20-5.0.4.jar,https://www.curseforge.com/minecraft/mc-mods/rftools-storage/files/8256187,1.20.1,4069708,rftoolsstorage-1.18-3.0.12.jar,350006,,RFTools Storage,https://www.curseforge.com/minecraft/mc-mods/rftools-storage
true,7612437,DarkUtilities-Forge-1.20.1-17.0.6.jar,https://www.curseforge.com/minecraft/mc-mods/dark-utilities/files/7612437,1.20.1,4569313,DarkUtilities-Forge-1.18.2-10.1.7.jar,242195,,Dark Utilities,https://www.curseforge.com/minecraft/mc-mods/dark-utilities
true,5714507,cc-tweaked-1.20.1-forge-1.113.1.jar,https://www.curseforge.com/minecraft/mc-mods/cc-tweaked/files/5714507,1.20.1,4630521,cc-tweaked-1.18.2-1.101.3.jar,282001,,CC: Tweaked,https://www.curseforge.com/minecraft/mc-mods/cc-tweaked
true,5983309,CTM-1.20.1-1.1.10.jar,https://www.curseforge.com/minecraft/mc-mods/ctm/files/5983309,1.20.1,3933537,CTM-1.18.2-1.1.5+5.jar,267602,,ConnectedTexturesMod,https://www.curseforge.com/minecraft/mc-mods/ctm
true,7208610,createaddition-1.20.1-1.3.3.jar,https://www.curseforge.com/minecraft/mc-mods/createaddition/files/7208610,1.20.1,4683727,createaddition-1.18.2-1.0.0.jar,439890,,Create Crafts & Additions,https://www.curseforge.com/minecraft/mc-mods/createaddition
true,5350440,polylib-forge-2000.0.3-build.143.jar,https://www.curseforge.com/minecraft/mc-mods/polylib/files/5350440,1.20.1,3751528,polylib-forge-1801.0.2-build.13.jar,576589,,PolyLib,https://www.curseforge.com/minecraft/mc-mods/polylib
